ClipIndex,RelativePath,Label,Dataset,Seed,DecodedFrames,Resolution
24,trapezing/Dm718Ltyt2Q.mp4,trapezing,k400,0,32,224x224
25,walking the dog/CO0ZjEbsol4.mp4,walking the dog,k400,0,32,224x224
26,trapezing/aw9ZpTLxWLA.mp4,trapezing,k400,0,32,224x224
27,driving car/E2tDkF68daw.mp4,driving car,k400,0,32,224x224
28,cleaning shoes/DLXRv1AoLv0.mp4,cleaning shoes,k400,0,32,224x224
29,playing trumpet/slupGPbZj18.mp4,playing trumpet,k400,0,32,224x224
30,cleaning windows/uafazjx8pX8.mp4,cleaning windows,k400,0,32,224x224
31,pushing wheelchair/gQ1mZ_feqIM.mp4,pushing wheelchair,k400,0,32,224x224
32,tickling/Jq8eDgY8sNA.mp4,tickling,k400,0,32,224x224
33,jetskiing/EifxoYGB7Ew.mp4,jetskiing,k400,0,32,224x224
34,dunking basketball/uct41DYNSP0.mp4,dunking basketball,k400,0,32,224x224
35,riding or walking with horse/qayc69fTgns.mp4,riding or walking with horse,k400,0,32,224x224
36,brushing hair/Qk-3RGy0rwk.mp4,brushing hair,k400,0,32,224x224
37,surfing water/FGQVPyxhbwM.mp4,surfing water,k400,0,32,224x224
38,writing/3KXsfxdUAJ4.mp4,writing,k400,0,32,224x224
39,running on treadmill/DayLrPiV-CQ.mp4,running on treadmill,k400,0,32,224x224
40,tapping guitar/eM0FUowh19c.mp4,tapping guitar,k400,0,32,224x224
41,drinking/0iBdotM2pUY.mp4,drinking,k400,0,32,224x224
42,baking cookies/7QDJMWK9BFo.mp4,baking cookies,k400,0,32,224x224
43,hammer throw/5dvJR1YvDDI.mp4,hammer throw,k400,0,32,224x224
44,springboard diving/A7Gk0xmmMlg.mp4,springboard diving,k400,0,32,224x224
45,snowkiting/oa5hJb2efQI.mp4,snowkiting,k400,0,32,224x224
46,motorcycling/gK8svOkt1C4.mp4,motorcycling,k400,0,32,224x224
47,shuffling cards/sLIS4c2dUwc.mp4,shuffling cards,k400,0,32,224x224
48,flying kite/5ydddkVzuWQ.mp4,flying kite,k400,0,32,224x224
49,doing nails/ZwHb9JTVaIk.mp4,doing nails,k400,0,32,224x224
50,krumping/JuBKT-ftmzU.mp4,krumping,k400,0,32,224x224
51,eating hotdog/IK6C7-nYsf8.mp4,eating hotdog,k400,0,32,224x224
52,vault/oKpLLx0WRjk.mp4,vault,k400,0,32,224x224
53,playing harmonica/8vLjOkynnzM.mp4,playing harmonica,k400,0,32,224x224
54,laughing/ymhNuz5z-mM.mp4,laughing,k400,0,32,224x224
55,throwing discus/TZ983_redXo.mp4,throwing discus,k400,0,32,224x224
56,smoking hookah/Gbcs2r8cOQQ.mp4,smoking hookah,k400,0,32,224x224
57,riding camel/r7sZeLXrLNo.mp4,riding camel,k400,0,32,224x224
58,crawling baby/mlBgC0FU8os.mp4,crawling baby,k400,0,32,224x224
59,waxing eyebrows/EFUO9d68jwM.mp4,waxing eyebrows,k400,0,32,224x224
60,country line dancing/0RbEI2D8NHg.mp4,country line dancing,k400,0,32,224x224
61,crying/gbIY81mOio0.mp4,crying,k400,0,32,224x224
62,hammer throw/TfUEJLAiVoQ.mp4,hammer throw,k400,0,32,224x224
63,catching or throwing frisbee/fVBGOm-PnVE.mp4,catching or throwing frisbee,k400,0,32,224x224
64,making jewelry/6fYelkDFeWk.mp4,making jewelry,k400,0,32,224x224
65,feeding birds/KlL7aVaVzc8.mp4,feeding birds,k400,0,32,224x224
66,playing xylophone/Ya0ktENGbcM.mp4,playing xylophone,k400,0,32,224x224
67,cleaning floor/fP84rkcBzPA.mp4,cleaning floor,k400,0,32,224x224
68,playing recorder/OTKaeQGNad4.mp4,playing recorder,k400,0,32,224x224
69,swinging on something/hiUlICwrksI.mp4,swinging on something,k400,0,32,224x224
70,opening present/iBpxG-YWNws.mp4,opening present,k400,0,32,224x224
71,cooking chicken/DEAu1SQZg6c.mp4,cooking chicken,k400,0,32,224x224
72,skiing (not slalom or crosscountry)/b1JWOzRx61g.mp4,skiing (not slalom or crosscountry),k400,0,32,224x224
73,playing cello/CgQSFpuXQso.mp4,playing cello,k400,0,32,224x224
74,capoeira/txpOMPhfA_E.mp4,capoeira,k400,0,32,224x224
75,rock climbing/RhWRNQC0TRo.mp4,rock climbing,k400,0,32,224x224
76,playing piano/dMKKPrgy9Cw.mp4,playing piano,k400,0,32,224x224
77,dribbling basketball/y5ay0mjjIJ0.mp4,dribbling basketball,k400,0,32,224x224
78,crying/ZIKHczBeO-M.mp4,crying,k400,0,32,224x224
79,cleaning windows/hhEmjbnyk3A.mp4,cleaning windows,k400,0,32,224x224
80,diving cliff/f0XxH_VREUE.mp4,diving cliff,k400,0,32,224x224
81,snowkiting/QEIiW2CqYys.mp4,snowkiting,k400,0,32,224x224
82,playing violin/NJ4SiXNzQUk.mp4,playing violin,k400,0,32,224x224
83,trapezing/idRiyNogFl0.mp4,trapezing,k400,0,32,224x224
84,cooking on campfire/v6YR_KztaqQ.mp4,cooking on campfire,k400,0,32,224x224
85,crying/o3eiIQb3YsM.mp4,crying,k400,0,32,224x224
86,snatch weight lifting/19m9ZmEOstE.mp4,snatch weight lifting,k400,0,32,224x224
87,getting a tattoo/F7KRv4NThuI.mp4,getting a tattoo,k400,0,32,224x224
88,pushing cart/7P1rQA02ESw.mp4,pushing cart,k400,0,32,224x224
89,playing volleyball/cACMrMb3Rmo.mp4,playing volleyball,k400,0,32,224x224
90,archery/x0iY6hxL6Sw.mp4,archery,k400,0,32,224x224
91,cheerleading/YwBBcB5_qTQ.mp4,cheerleading,k400,0,32,224x224
92,ice fishing/C4paPXc3jbk.mp4,ice fishing,k400,0,32,224x224
93,rock climbing/kYzSiLx-c9E.mp4,rock climbing,k400,0,32,224x224
94,finger snapping/VXuaeIzPmEQ.mp4,finger snapping,k400,0,32,224x224
95,sanding floor/yRE0geFLJZk.mp4,sanding floor,k400,0,32,224x224
96,playing violin/nJagW-LI_4Q.mp4,playing violin,k400,0,32,224x224
97,tobogganing/wKNXmH8lYyc.mp4,tobogganing,k400,0,32,224x224
98,frying vegetables/hoNQss0-2Po.mp4,frying vegetables,k400,0,32,224x224
99,making a cake/JbjhdnEXQSc.mp4,making a cake,k400,0,32,224x224
100,waxing eyebrows/_d_BlPmbmRg.mp4,waxing eyebrows,k400,0,32,224x224
101,playing trombone/WBQ5KeJzzwg.mp4,playing trombone,k400,0,32,224x224
102,lunge/T9NSvh1-9WA.mp4,lunge,k400,0,32,224x224
103,folding clothes/jgs6nhIOjAI.mp4,folding clothes,k400,0,32,224x224
104,tango dancing/_6PYt-fmMto.mp4,tango dancing,k400,0,32,224x224
105,making pizza/MwojzrZ-mOg.mp4,making pizza,k400,0,32,224x224
106,brush painting/ALZxokw2VXs.mp4,brush painting,k400,0,32,224x224
107,headbanging/MtiyZuTPuM8.mp4,headbanging,k400,0,32,224x224
108,mowing lawn/OGm-hY42q6E.mp4,mowing lawn,k400,0,32,224x224
109,running on treadmill/9ScAzNBxMmY.mp4,running on treadmill,k400,0,32,224x224
110,flying kite/kGC-4mYyi1I.mp4,flying kite,k400,0,32,224x224
111,sharpening pencil/mv_7gMPZct8.mp4,sharpening pencil,k400,0,32,224x224
112,climbing ladder/l_crty3OqBw.mp4,climbing ladder,k400,0,32,224x224
113,checking tires/D0YTcllsZnA.mp4,checking tires,k400,0,32,224x224
114,surfing crowd/EHxt-Sz6YPs.mp4,surfing crowd,k400,0,32,224x224
115,crying/2g92H6n22OA.mp4,crying,k400,0,32,224x224
116,playing cello/m3RzaUa9QG0.mp4,playing cello,k400,0,32,224x224
117,hula hooping/0XMoZoVWkl0.mp4,hula hooping,k400,0,32,224x224
118,climbing a rope/nXVJnt8LZvI.mp4,climbing a rope,k400,0,32,224x224
119,somersaulting/3FoDfywuxd8.mp4,somersaulting,k400,0,32,224x224
120,throwing discus/N3mNdeuvpwM.mp4,throwing discus,k400,0,32,224x224
121,tango dancing/jGQG0ni4p9I.mp4,tango dancing,k400,0,32,224x224
122,hurling (sport)/N8alDD1NckY.mp4,hurling (sport),k400,0,32,224x224
123,breakdancing/_snlvqeStGI.mp4,breakdancing,k400,0,32,224x224
124,blowing leaves/Gq3y_BOcpgg.mp4,blowing leaves,k400,0,32,224x224
125,eating ice cream/jwS_vX3Dtec.mp4,eating ice cream,k400,0,32,224x224
126,ice fishing/D2ZdQ1762YY.mp4,ice fishing,k400,0,32,224x224
127,stomping grapes/3OBBdGQqs7I.mp4,stomping grapes,k400,0,32,224x224
128,climbing ladder/uO2F_CbuGDs.mp4,climbing ladder,k400,0,32,224x224
129,cutting watermelon/jwHIXpTQbIM.mp4,cutting watermelon,k400,0,32,224x224
130,playing paintball/8bM5PhOfOXU.mp4,playing paintball,k400,0,32,224x224
131,diving cliff/WLp9lvDXfNU.mp4,diving cliff,k400,0,32,224x224
132,blowing out candles/H1Eg8lNbP8o.mp4,blowing out candles,k400,0,32,224x224
133,push up/f4jLZpGsS_Y.mp4,push up,k400,0,32,224x224
134,passing American football (not in game)/qFH7CsEelRE.mp4,passing American football (not in game),k400,0,32,224x224
135,long jump/Tb-LcydZGxY.mp4,long jump,k400,0,32,224x224
136,kitesurfing/bOGmb_SGMkc.mp4,kitesurfing,k400,0,32,224x224
137,swimming breast stroke/qwASyGCh_Zc.mp4,swimming breast stroke,k400,0,32,224x224
138,playing didgeridoo/oN0EpQSZbnU.mp4,playing didgeridoo,k400,0,32,224x224
139,playing trombone/L6ZahNKQXpk.mp4,playing trombone,k400,0,32,224x224
140,ice climbing/_yQOoRN9Wf8.mp4,ice climbing,k400,0,32,224x224
141,chopping wood/1QEqcxAWH78.mp4,chopping wood,k400,0,32,224x224
142,playing piano/9FUbczQBBeA.mp4,playing piano,k400,0,32,224x224
143,canoeing or kayaking/i0X5PJitw_U.mp4,canoeing or kayaking,k400,0,32,224x224
144,pushing car/ZSNYYBxZC0o.mp4,pushing car,k400,0,32,224x224
145,ironing/yR0fzrrtdNw.mp4,ironing,k400,0,32,224x224
146,crossing river/JozAka0LyUE.mp4,crossing river,k400,0,32,224x224
147,blasting sand/ryZzdwPXrFY.mp4,blasting sand,k400,0,32,224x224
148,celebrating/_HKhaJVitzs.mp4,celebrating,k400,0,32,224x224
149,zumba/uJq41mLYHwc.mp4,zumba,k400,0,32,224x224
150,capoeira/4Fyr8Q4scPE.mp4,capoeira,k400,0,32,224x224
151,eating chips/ByFuPDDXJ70.mp4,eating chips,k400,0,32,224x224
152,riding mule/x3huex73K94.mp4,riding mule,k400,0,32,224x224
153,playing saxophone/ZCDgCncqWYw.mp4,playing saxophone,k400,0,32,224x224
154,hitting baseball/nVHE8T3xkJA.mp4,hitting baseball,k400,0,32,224x224
155,dancing gangnam style/mlGoc5gHRSo.mp4,dancing gangnam style,k400,0,32,224x224
156,opening present/gBuH2vD7moc.mp4,opening present,k400,0,32,224x224
157,playing tennis/T3Q10NrKG8k.mp4,playing tennis,k400,0,32,224x224
158,pull ups/8DUYT_PGwjg.mp4,pull ups,k400,0,32,224x224
159,massaging back/nArwzECtgXU.mp4,massaging back,k400,0,32,224x224
160,mowing lawn/dq8f6lBI2ws.mp4,mowing lawn,k400,0,32,224x224
161,taking a shower/StHM1MGA4XQ.mp4,taking a shower,k400,0,32,224x224
162,shining shoes/fYD1U_jdf1M.mp4,shining shoes,k400,0,32,224x224
163,somersaulting/MiN84MPUlLk.mp4,somersaulting,k400,0,32,224x224
164,dining/8vAaCZPzUYE.mp4,dining,k400,0,32,224x224
165,climbing tree/Hqqv4KerL6k.mp4,climbing tree,k400,0,32,224x224
166,climbing ladder/boHGaE8c8i4.mp4,climbing ladder,k400,0,32,224x224
167,triple jump/n1mLHIIOtX0.mp4,triple jump,k400,0,32,224x224
168,tying bow tie/hhIUBxu8DLM.mp4,tying bow tie,k400,0,32,224x224
169,golf driving/iuvXKUO8dGU.mp4,golf driving,k400,0,32,224x224
170,bookbinding/pCwPoYtSrCk.mp4,bookbinding,k400,0,32,224x224
171,balloon blowing/0e13-uPv0DM.mp4,balloon blowing,k400,0,32,224x224
172,tango dancing/_3UJof8sS9Q.mp4,tango dancing,k400,0,32,224x224
173,shoveling snow/iQhEJOOiPaI.mp4,shoveling snow,k400,0,32,224x224
174,knitting/dyPeDKbk7ic.mp4,knitting,k400,0,32,224x224
175,punching bag/2ooVtQIIQKk.mp4,punching bag,k400,0,32,224x224
176,curling hair/qgQ16kKOt2M.mp4,curling hair,k400,0,32,224x224
177,capoeira/NEIDwzrmgCg.mp4,capoeira,k400,0,32,224x224
178,drinking beer/owahEqTQQY0.mp4,drinking beer,k400,0,32,224x224
179,surfing crowd/ZLDupUg5YSA.mp4,surfing crowd,k400,0,32,224x224
180,playing guitar/b4BbK0ZzOLY.mp4,playing guitar,k400,0,32,224x224
181,sanding floor/plGkWpdNx0E.mp4,sanding floor,k400,0,32,224x224
182,tango dancing/7HPFvIGgTR0.mp4,tango dancing,k400,0,32,224x224
183,dancing ballet/DhqzAVMHKZk.mp4,dancing ballet,k400,0,32,224x224
184,riding mountain bike/CF917VDeAw0.mp4,riding mountain bike,k400,0,32,224x224
185,waxing chest/VSaEMT9JsB4.mp4,waxing chest,k400,0,32,224x224
186,spinning poi/DLV9hhzTx9Q.mp4,spinning poi,k400,0,32,224x224
187,bartending/Bu00M4cZMdM.mp4,bartending,k400,0,32,224x224
188,playing monopoly/yVgOP3oEUa4.mp4,playing monopoly,k400,0,32,224x224
189,finger snapping/HGBFmkmmIrE.mp4,finger snapping,k400,0,32,224x224
190,playing recorder/pioyE3lyxg4.mp4,playing recorder,k400,0,32,224x224
191,drawing/2wESWDzLjlg.mp4,drawing,k400,0,32,224x224
192,laying bricks/KZxYcspdyvw.mp4,laying bricks,k400,0,32,224x224
193,doing aerobics/g7SfXXNNiXU.mp4,doing aerobics,k400,0,32,224x224
194,catching or throwing baseball/lv9a8by_oqc.mp4,catching or throwing baseball,k400,0,32,224x224
195,extinguishing fire/gjK3VAs_AH8.mp4,extinguishing fire,k400,0,32,224x224
196,contact juggling/hx3-p-We63M.mp4,contact juggling,k400,0,32,224x224
197,feeding goats/YgCkiak_xa8.mp4,feeding goats,k400,0,32,224x224
198,using segway/6Lnz-s6V0cU.mp4,using segway,k400,0,32,224x224
199,hammer throw/iHF4ME7heSM.mp4,hammer throw,k400,0,32,224x224
200,gymnastics tumbling/_PLQS-xMsFc.mp4,gymnastics tumbling,k400,0,32,224x224
201,stretching arm/abhVixzt4oQ.mp4,stretching arm,k400,0,32,224x224
202,tossing salad/f_RJrp1ucrQ.mp4,tossing salad,k400,0,32,224x224
203,golf driving/lWP5GOof2CQ.mp4,golf driving,k400,0,32,224x224
204,stretching arm/Q5Cm3eukAwY.mp4,stretching arm,k400,0,32,224x224
205,belly dancing/AVbdiD7D1r8.mp4,belly dancing,k400,0,32,224x224
206,snorkeling/FrMW2IBCUHY.mp4,snorkeling,k400,0,32,224x224
207,tai chi/cy061h50Jv4.mp4,tai chi,k400,0,32,224x224
208,hula hooping/K8VThbCsWp8.mp4,hula hooping,k400,0,32,224x224
209,laughing/94vY3aLcdKc.mp4,laughing,k400,0,32,224x224
210,lunge/UhYwuOo2kCk.mp4,lunge,k400,0,32,224x224
211,washing hands/Re6W9I_DDtg.mp4,washing hands,k400,0,32,224x224
212,shaking hands/ifEeMXb2mFY.mp4,shaking hands,k400,0,32,224x224
213,tap dancing/zBb9hTyLjfM.mp4,tap dancing,k400,0,32,224x224
214,hammer throw/Q1lYF35RNL8.mp4,hammer throw,k400,0,32,224x224
215,chopping wood/XSTrdWiSMWk.mp4,chopping wood,k400,0,32,224x224
216,stretching arm/06yuBTzN910.mp4,stretching arm,k400,0,32,224x224
217,welding/mBDFiHQxTJI.mp4,welding,k400,0,32,224x224
218,clapping/hupvdEqBkO8.mp4,clapping,k400,0,32,224x224
219,tying knot (not on a tie)/lXI4brV6wks.mp4,tying knot (not on a tie),k400,0,32,224x224
220,biking through snow/_7JeyG1rP2I.mp4,biking through snow,k400,0,32,224x224
221,feeding goats/yizzCqrr1G0.mp4,feeding goats,k400,0,32,224x224
222,mowing lawn/R0OtUVbdwHs.mp4,mowing lawn,k400,0,32,224x224
223,wrestling/Kat3CuvSVxU.mp4,wrestling,k400,0,32,224x224
224,trimming or shaving beard/bVMxBXeYMr0.mp4,trimming or shaving beard,k400,0,32,224x224
225,brushing teeth/-LR0gXR8c9c.mp4,brushing teeth,k400,0,32,224x224
226,dancing charleston/iCIW_bMX9GM.mp4,dancing charleston,k400,0,32,224x224
227,long jump/SHtWoCMw2J8.mp4,long jump,k400,0,32,224x224
228,playing chess/zmORdRqw-aY.mp4,playing chess,k400,0,32,224x224
229,giving or receiving award/1idvXPxy3pk.mp4,giving or receiving award,k400,0,32,224x224
230,pole vault/Z-vQNpG4JKs.mp4,pole vault,k400,0,32,224x224
231,eating carrots/7ojtnCZOEA8.mp4,eating carrots,k400,0,32,224x224
232,cartwheeling/zd6abdEQkZc.mp4,cartwheeling,k400,0,32,224x224
233,crawling baby/RQW-uUkVp2o.mp4,crawling baby,k400,0,32,224x224
234,kicking field goal/pNDibgCq6WI.mp4,kicking field goal,k400,0,32,224x224
235,jumping into pool/nX48z_oGJhU.mp4,jumping into pool,k400,0,32,224x224
236,getting a haircut/yTrUohK8IDY.mp4,getting a haircut,k400,0,32,224x224
237,bee keeping/zbkL1yR2tnQ.mp4,bee keeping,k400,0,32,224x224
238,pole vault/UkpD_T1-qB4.mp4,pole vault,k400,0,32,224x224
239,hurling (sport)/cyv3mr24MrM.mp4,hurling (sport),k400,0,32,224x224
240,sweeping floor/EaqJJv_Usds.mp4,sweeping floor,k400,0,32,224x224
241,windsurfing/5tV5jfN3kg4.mp4,windsurfing,k400,0,32,224x224
242,sweeping floor/2Mf_Svl0SpA.mp4,sweeping floor,k400,0,32,224x224
243,skiing (not slalom or crosscountry)/DR-AcAXDcHg.mp4,skiing (not slalom or crosscountry),k400,0,32,224x224
244,playing bass guitar/v902x7-D3pg.mp4,playing bass guitar,k400,0,32,224x224
245,breakdancing/5L0lN47ap7k.mp4,breakdancing,k400,0,32,224x224
246,playing bagpipes/fowp05ctgvw.mp4,playing bagpipes,k400,0,32,224x224
247,texting/cDxTiQJSfu0.mp4,texting,k400,0,32,224x224
248,skydiving/njRWP1epo3s.mp4,skydiving,k400,0,32,224x224
249,kicking soccer ball/KdT1I9eLht8.mp4,kicking soccer ball,k400,0,32,224x224
250,snowboarding/SvN1aPQ87Yw.mp4,snowboarding,k400,0,32,224x224
251,feeding goats/u3hAkcNNLEo.mp4,feeding goats,k400,0,32,224x224
252,golf chipping/qCBglmpqPGI.mp4,golf chipping,k400,0,32,224x224
253,cheerleading/4EC-kva83co.mp4,cheerleading,k400,0,32,224x224
254,massaging back/pZSD7zuWjck.mp4,massaging back,k400,0,32,224x224
255,juggling fire/tDmdjOhEM10.mp4,juggling fire,k400,0,32,224x224
256,blowing out candles/PtGkIJmDE0w.mp4,blowing out candles,k400,0,32,224x224
257,dancing gangnam style/Uu65xZKZ3pM.mp4,dancing gangnam style,k400,0,32,224x224
258,smoking hookah/aSU04g-DQt0.mp4,smoking hookah,k400,0,32,224x224
259,swimming backstroke/iM-n7AoY_Ao.mp4,swimming backstroke,k400,0,32,224x224
260,texting/HdFcgjEW0SM.mp4,texting,k400,0,32,224x224
261,golf putting/tXDECYQ1FvM.mp4,golf putting,k400,0,32,224x224
262,juggling balls/b_OkXIGLw5Q.mp4,juggling balls,k400,0,32,224x224
263,eating spaghetti/Pvi8QbzDLI0.mp4,eating spaghetti,k400,0,32,224x224
264,spray painting/Q13KhCqTHGA.mp4,spray painting,k400,0,32,224x224
265,doing nails/4k486jWOuNE.mp4,doing nails,k400,0,32,224x224
266,watering plants/OfbQJh3gn0o.mp4,watering plants,k400,0,32,224x224
267,pumping gas/VGytX-yaFAU.mp4,pumping gas,k400,0,32,224x224
268,robot dancing/_vEg-YP23Uw.mp4,robot dancing,k400,0,32,224x224
269,cooking egg/aifqco3Ef18.mp4,cooking egg,k400,0,32,224x224
270,blowing leaves/01ThiJHpMjI.mp4,blowing leaves,k400,0,32,224x224
271,abseiling/oMzFvZunGQg.mp4,abseiling,k400,0,32,224x224
272,peeling potatoes/F4VtbJe1xQk.mp4,peeling potatoes,k400,0,32,224x224
273,hitting baseball/6-VOf5giyOY.mp4,hitting baseball,k400,0,32,224x224
274,marching/Ml3MQbnWMCc.mp4,marching,k400,0,32,224x224
275,sailing/1ms3xv2_ikU.mp4,sailing,k400,0,32,224x224
276,scuba diving/338K7A52ux4.mp4,scuba diving,k400,0,32,224x224
277,folding napkins/SE40pYk5i7g.mp4,folding napkins,k400,0,32,224x224
278,archery/w_iV1ahB0gI.mp4,archery,k400,0,32,224x224
279,playing squash or racquetball/YLYm0o25rlk.mp4,playing squash or racquetball,k400,0,32,224x224
280,juggling balls/YUfbchuzIZw.mp4,juggling balls,k400,0,32,224x224
281,decorating the christmas tree/ZXJqPwNtKpE.mp4,decorating the christmas tree,k400,0,32,224x224
282,headbutting/qKSQMhOPan4.mp4,headbutting,k400,0,32,224x224
283,opening bottle/FGFvkNuOX10.mp4,opening bottle,k400,0,32,224x224
284,testifying/ulrDqU7ch94.mp4,testifying,k400,0,32,224x224
285,jetskiing/_toG7_YkHm4.mp4,jetskiing,k400,0,32,224x224
286,sneezing/kG410JF5bXE.mp4,sneezing,k400,0,32,224x224
287,reading book/NFN4CNk_pbU.mp4,reading book,k400,0,32,224x224
288,ski jumping/OA8biMcVqX0.mp4,ski jumping,k400,0,32,224x224
289,playing tennis/ZOuXHgqwo28.mp4,playing tennis,k400,0,32,224x224
290,eating carrots/Nf2bjAC-5WE.mp4,eating carrots,k400,0,32,224x224
291,extinguishing fire/RsMyK2FL3pI.mp4,extinguishing fire,k400,0,32,224x224
292,playing keyboard/IWr68OylMG0.mp4,playing keyboard,k400,0,32,224x224
293,presenting weather forecast/gCxZCDjr3kI.mp4,presenting weather forecast,k400,0,32,224x224
294,using computer/ncfBYifrx2A.mp4,using computer,k400,0,32,224x224
295,driving car/akz3X3C9XmY.mp4,driving car,k400,0,32,224x224
296,playing didgeridoo/XZXcaRmwQjA.mp4,playing didgeridoo,k400,0,32,224x224
297,bungee jumping/P1HYBq_wBaI.mp4,bungee jumping,k400,0,32,224x224
298,cleaning shoes/gHH8Exqd9a4.mp4,cleaning shoes,k400,0,32,224x224
299,capoeira/0rjz79WV_Ko.mp4,capoeira,k400,0,32,224x224
300,jogging/UHGo1gCZpJI.mp4,jogging,k400,0,32,224x224
301,cutting watermelon/4BFTtVxX_o0.mp4,cutting watermelon,k400,0,32,224x224
302,waxing legs/-cGkTtq8_qA.mp4,waxing legs,k400,0,32,224x224
303,ice fishing/tBGeBbO8gh0.mp4,ice fishing,k400,0,32,224x224
304,catching or throwing softball/ZrbdMwNCcqg.mp4,catching or throwing softball,k400,0,32,224x224
305,jetskiing/K6WvOSZlbxM.mp4,jetskiing,k400,0,32,224x224
306,playing bass guitar/WR4MxnrOhOY.mp4,playing bass guitar,k400,0,32,224x224
307,throwing discus/SsccvnGFVo8.mp4,throwing discus,k400,0,32,224x224
308,washing feet/azgFrGhWmy4.mp4,washing feet,k400,0,32,224x224
309,headbanging/hUFcPDXfWBw.mp4,headbanging,k400,0,32,224x224
310,roller skating/E9uvVnXBgn0.mp4,roller skating,k400,0,32,224x224
311,shredding paper/CoVEOkcl9BE.mp4,shredding paper,k400,0,32,224x224
312,breading or breadcrumbing/3RFfz4X4SBg.mp4,breading or breadcrumbing,k400,0,32,224x224
313,reading newspaper/RZbxnGwlIQo.mp4,reading newspaper,k400,0,32,224x224
314,wrestling/Kav8U9n-xJU.mp4,wrestling,k400,0,32,224x224
315,long jump/HM8VdlSydSo.mp4,long jump,k400,0,32,224x224
316,weaving basket/CrU23kmcJ3Y.mp4,weaving basket,k400,0,32,224x224
317,deadlifting/3WlS6-AvL7Q.mp4,deadlifting,k400,0,32,224x224
318,writing/VagljxsX22A.mp4,writing,k400,0,32,224x224
319,golf chipping/qzQ3ejnUMK8.mp4,golf chipping,k400,0,32,224x224
320,riding mechanical bull/LUmnEddMTVM.mp4,riding mechanical bull,k400,0,32,224x224
321,playing cymbals/bJ-XbDjc950.mp4,playing cymbals,k400,0,32,224x224
322,ironing/zi8UgeG79ec.mp4,ironing,k400,0,32,224x224
323,riding mountain bike/LDSeYeN5G8s.mp4,riding mountain bike,k400,0,32,224x224
324,cleaning windows/TL6ProvPAPM.mp4,cleaning windows,k400,0,32,224x224
325,playing drums/8CZoXElKD2k.mp4,playing drums,k400,0,32,224x224
326,giving or receiving award/hIigwpv93dM.mp4,giving or receiving award,k400,0,32,224x224
327,mopping floor/z9khJDjFpS8.mp4,mopping floor,k400,0,32,224x224
328,bungee jumping/aZK7tkIdWMo.mp4,bungee jumping,k400,0,32,224x224
329,robot dancing/N3N52tGPVIo.mp4,robot dancing,k400,0,32,224x224
330,bee keeping/rk7tB903XDU.mp4,bee keeping,k400,0,32,224x224
331,washing hands/T7dmW7EbORI.mp4,washing hands,k400,0,32,224x224
332,salsa dancing/dimT0h0nCjs.mp4,salsa dancing,k400,0,32,224x224
333,playing saxophone/8SJE3xapjJ8.mp4,playing saxophone,k400,0,32,224x224
334,taking a shower/Z7hqRzsVDlo.mp4,taking a shower,k400,0,32,224x224
335,juggling balls/dALSC0R1ArA.mp4,juggling balls,k400,0,32,224x224
336,laughing/1vGlHgc2v2I.mp4,laughing,k400,0,32,224x224
337,country line dancing/3QI-e6O8_8k.mp4,country line dancing,k400,0,32,224x224
338,kicking field goal/hhA5QMn7k6M.mp4,kicking field goal,k400,0,32,224x224
339,riding or walking with horse/yb5HorXDsjk.mp4,riding or walking with horse,k400,0,32,224x224
